utt,ch1,ch2,ch3,ch4,ch5,ch6
F02_01PO030T_STR,0.994,0.882,0.994,0.979,0.966,0.979
F02_011C020C_STR,0.852,0.683,0.852,0.924,0.945,0.945
F02_01LC0202_STR,0.766,0.532,0.705,0.838,0.838,0.785
F02_401O0312_STR,0.977,0.762,0.977,0.945,0.817,0.945
F02_028O030X_STR,0.959,0.554,0.968,0.950,0.941,0.968
F02_408C0207_STR,0.925,0.641,0.925,0.987,0.987,0.958
F02_01FO030O_STR,0.932,0.870,0.932,0.860,0.928,0.928
F02_409C0203_STR,0.943,0.737,0.943,0.983,0.983,0.924
F02_01FO030U_STR,0.724,0.292,0.543,0.890,0.890,0.747
F02_01TO030J_STR,0.876,0.704,0.876,0.689,0.853,0.853
F02_01KO0301_STR,0.991,0.909,0.991,0.981,0.983,0.983
F02_40HO0303_STR,0.992,0.821,0.992,0.996,0.996,0.982
F02_405C0215_STR,0.967,0.775,0.967,0.985,0.985,0.954
F02_204O0105_STR,0.990,0.905,0.990,0.997,0.997,0.986
F02_40NC020M_STR,0.960,0.718,0.960,0.986,0.986,0.945
F02_205O010G_STR,0.699,0.140,0.597,0.678,0.830,0.830
F02_40AO0307_STR,0.913,0.688,0.913,0.967,0.967,0.827
F02_40KO030B_STR,0.915,0.596,0.915,0.887,0.903,0.903
F02_40FO031E_STR,0.851,0.429,0.753,0.906,0.884,0.906
F02_01QC0213_STR,0.949,0.801,0.949,0.976,0.968,0.976
F02_028C021B_STR,0.972,0.683,0.972,0.940,0.961,0.961
F02_40AC0216_STR,0.988,0.912,0.988,0.992,0.992,0.987
F02_40MC020N_STR,0.966,0.781,0.966,0.996,0.996,0.990
F02_01WC0204_STR,0.987,0.836,0.987,0.970,0.971,0.971
F02_40BO030H_STR,0.990,0.908,0.990,0.961,0.974,0.974
F02_20NC010G_STR,0.841,0.567,0.868,0.905,0.948,0.948
F02_026C021E_STR,0.661,0.466,0.633,0.852,0.852,0.484
F02_01GC020N_STR,0.884,0.733,0.884,0.895,0.947,0.947
F02_011O0306_STR,0.979,0.726,0.979,0.938,0.955,0.955
F02_401O0313_STR,0.954,0.731,0.954,0.961,0.961,0.902
F02_20LO010J_STR,0.981,0.900,0.981,0.974,0.974,0.964
F02_209C0102_STR,0.994,0.928,0.994,0.985,0.975,0.985
F02_209O010I_STR,0.919,0.582,0.905,0.949,0.978,0.978
F02_40FO030W_STR,0.991,0.786,0.991,0.997,0.997,0.977
F02_01JO0305_STR,0.967,0.641,0.967,0.955,0.955,0.952
F02_017O030X_STR,0.941,0.501,0.868,0.941,0.967,0.967
F02_01FO030K_STR,0.979,0.898,0.979,0.996,0.996,0.990
F02_027O0301_STR,0.994,0.848,0.994,0.988,0.982,0.988
F02_20BO010N_STR,0.841,0.328,0.701,0.926,0.926,0.906
F02_404C020F_STR,0.976,0.729,0.976,0.984,0.984,0.951
F02_20EC010C_STR,0.959,0.790,0.959,0.994,0.994,0.972
F02_01IC0210_STR,0.986,0.891,0.986,0.964,0.964,0.964
F02_01BC0217_STR,0.991,0.803,0.991,0.977,0.965,0.977
F02_401C0212_STR,0.970,0.650,0.970,0.952,0.939,0.952
F02_207C010H_STR,0.941,0.701,0.941,0.910,0.928,0.928
F02_20OC010E_STR,0.982,0.973,0.965,0.982,0.975,0.975
F02_20RO010K_STR,0.978,0.806,0.978,0.987,0.987,0.935
F02_40FO030Y_STR,0.981,0.768,0.981,0.965,0.965,0.942
F02_206C0109_STR,0.988,0.796,0.988,0.952,0.981,0.981
F02_013C020J_STR,0.978,0.739,0.978,0.954,0.969,0.969
F02_029O030O_STR,0.973,0.779,0.973,0.946,0.939,0.950
F02_021C0202_STR,0.974,0.733,0.974,0.947,0.941,0.947
F02_01IC020K_STR,0.858,0.513,0.858,0.943,0.943,0.854
F02_01BC020F_STR,0.994,0.887,0.994,0.990,0.975,0.990
F02_011C0204_STR,0.949,0.693,0.949,0.969,0.969,0.630
F02_208O010I_STR,0.765,0.396,0.747,0.804,0.833,0.833
F02_401O0304_STR,0.949,0.666,0.949,0.975,0.975,0.927
F02_407C0203_STR,0.992,0.816,0.992,0.976,0.977,0.977
F02_204O010B_STR,0.938,0.718,0.918,0.959,0.978,0.978
F02_40BC021E_STR,0.991,0.855,0.991,0.984,0.984,0.979
F02_407C020I_STR,0.992,0.901,0.992,0.995,0.995,0.981
F02_01RO031B_STR,0.948,0.702,0.948,0.915,0.945,0.945
F02_01IC020P_STR,0.979,0.589,0.979,0.965,0.965,0.904
M02_404O030E_BTH,0.988,0.957,0.988,0.995,0.996,0.996
M02_01KO0305_BTH,0.994,0.979,0.988,0.998,0.998,0.998
M02_01MC0204_BTH,0.982,0.963,0.982,0.996,0.996,0.996
M02_406C020J_BTH,0.992,0.992,0.989,0.996,0.995,0.996
M02_01IO030K_BTH,0.987,0.962,0.987,0.997,0.997,0.995
M02_01WO030U_BTH,0.990,0.988,0.993,0.997,0.997,0.997
M02_207O0109_BTH,0.982,0.982,0.982,0.996,0.996,0.982
M02_207C010G_BTH,0.989,0.987,0.989,0.994,0.994,0.993
M02_027C021G_BTH,0.983,0.993,0.983,0.997,0.997,0.996
M02_208O0104_BTH,0.994,0.956,0.994,0.980,0.977,0.980
M02_40BC020G_BTH,0.993,0.989,0.987,0.993,0.989,0.993
M02_02CC0202_BTH,0.984,0.985,0.984,0.998,0.998,0.991
M02_01WO0315_BTH,0.987,0.978,0.987,0.998,0.998,0.989
M02_407C0204_BTH,0.992,0.979,0.993,0.994,0.994,0.994
M02_01ZO030F_BTH,0.991,0.952,0.991,0.993,0.993,0.990
M02_20CC010A_BTH,0.992,0.992,0.993,0.997,0.997,0.997
M02_409C0214_BTH,0.988,0.988,0.988,0.997,0.997,0.988
M02_40AO030H_BTH,0.987,0.980,0.987,0.997,0.997,0.993
M02_204C010K_BTH,0.991,0.984,0.991,0.998,0.998,0.992
M02_40HC0203_BTH,0.993,0.993,0.984,0.997,0.997,0.997
M02_01MO031C_BTH,0.985,0.981,0.985,0.998,0.998,0.986
M02_01IC0206_BTH,0.986,0.982,0.986,0.995,0.995,0.982
M02_20HC010Q_BTH,0.985,0.990,0.985,0.987,0.987,0.990
M02_027O030T_BTH,0.990,0.953,0.990,0.992,0.992,0.990
M02_02CC021D_BTH,0.988,0.980,0.988,0.997,0.997,0.984
M02_407C020Z_BTH,0.991,0.987,0.993,0.998,0.998,0.997
M02_02EO031B_BTH,0.994,0.994,0.994,0.996,0.997,0.997
M02_020C021A_BTH,0.990,0.959,0.990,0.995,0.995,0.991
M02_40CO030D_BTH,0.995,0.965,0.995,0.986,0.982,0.986
M02_011C0203_BTH,0.992,0.962,0.992,0.996,0.996,0.993
M02_408C020R_BTH,0.990,0.956,0.990,0.993,0.993,0.988
M02_40JO0312_BTH,0.990,0.990,0.994,0.997,0.994,0.997
M02_20HO010A_BTH,0.989,0.988,0.989,0.997,0.997,0.994
M02_029C020T_BTH,0.989,0.986,0.989,0.996,0.996,0.990
M02_408O030G_BTH,0.990,0.975,0.990,0.994,0.994,0.994
M02_01MO030R_BTH,0.994,0.960,0.994,0.991,0.991,0.984
M02_20NO0104_BTH,0.995,0.969,0.995,0.998,0.998,0.997
M02_20DO010L_BTH,0.991,0.987,0.991,0.998,0.998,0.995
M02_406O030K_BTH,0.987,0.988,0.987,0.997,0.997,0.992
M02_027O030G_BTH,0.995,0.995,0.995,0.996,0.996,0.996
M02_01UO031C_BTH,0.992,0.986,0.992,0.997,0.997,0.993
M02_40CO030X_BTH,0.993,0.992,0.993,0.998,0.998,0.998
M02_015C0217_BTH,0.992,0.992,0.994,0.996,0.996,0.996
M02_01JO0306_BTH,0.992,0.966,0.992,0.998,0.998,0.995
M02_406C020K_BTH,0.986,0.986,0.986,0.993,0.993,0.986
M02_02BC020P_BTH,0.993,0.972,0.993,0.995,0.995,0.995
M02_01LO030X_BTH,0.995,0.956,0.995,0.985,0.971,0.985
M02_401C0209_BTH,0.991,0.991,0.991,0.996,0.996,0.996
M02_01JO0315_BTH,0.992,0.945,0.992,0.994,0.994,0.988
M02_01WO030I_BTH,0.993,0.987,0.993,0.999,0.999,0.996
M02_409C020W_BTH,0.987,0.957,0.987,0.992,0.990,0.992
M02_408O0319_BTH,0.992,0.992,0.993,0.997,0.997,0.996
M02_20QO0103_BTH,0.992,0.945,0.992,0.991,0.991,0.987
M02_01IO031B_BTH,0.983,0.988,0.982,0.997,0.997,0.990
M02_01JC021E_BTH,0.988,0.973,0.988,0.990,0.990,0.973
M02_403C021C_BTH,0.993,0.989,0.996,0.998,0.998,0.998
M02_01PC020U_BTH,0.987,0.986,0.987,0.997,0.997,0.988
M02_024C020P_BTH,0.990,0.980,0.990,0.993,0.993,0.983
M02_01LC020O_BTH,0.992,0.966,0.992,0.994,0.992,0.994
M02_02CO030O_BTH,0.994,0.980,0.994,0.998,0.998,0.997
M02_403C020B_BTH,0.983,0.989,0.982,0.998,0.998,0.989
M02_40PC020Y_BTH,0.991,0.991,0.992,0.994,0.994,0.994
M02_207O010M_BTH,0.986,0.987,0.986,0.997,0.997,0.987
M02_024O030F_BTH,0.991,0.967,0.991,0.996,0.996,0.991
M02_029C0208_BTH,0.992,0.976,0.992,0.995,0.995,0.995
M02_01PO0307_BTH,0.990,0.970,0.990,0.997,0.997,0.991
M02_01EO031B_BTH,0.988,0.980,0.988,0.998,0.998,0.994
M02_407O030K_BTH,0.989,0.983,0.989,0.997,0.997,0.996
M02_01RO0310_BTH,0.985,0.971,0.985,0.987,0.987,0.976
M02_015O0313_BTH,0.993,0.974,0.993,0.997,0.997,0.992
M02_40NO030P_BTH,0.993,0.948,0.993,0.994,0.994,0.986
M02_01ZC020R_BTH,0.995,0.996,0.995,0.998,0.998,0.996
M02_403O0313_BTH,0.994,0.990,0.994,0.997,0.997,0.992
M02_40PO0318_BTH,0.982,0.977,0.982,0.990,0.990,0.978
M02_40IO030V_BTH,0.990,0.989,0.993,0.994,0.994,0.994
M02_01MO030Y_BTH,0.993,0.955,0.993,0.976,0.969,0.976
M02_405C0212_BTH,0.994,0.958,0.994,0.993,0.993,0.988
M02_40HC020R_BTH,0.994,0.994,0.994,0.998,0.998,0.994
M02_01IO0303_BTH,0.987,0.970,0.987,0.997,0.997,0.997
M02_404C0206_BTH,0.993,0.970,0.993,0.987,0.979,0.987
M02_401O0307_BTH,0.995,0.980,0.995,0.988,0.983,0.988
M02_01DC020M_BTH,0.995,0.979,0.995,0.987,0.982,0.987
M02_407C021C_BTH,0.986,0.975,0.986,0.993,0.995,0.995
M02_015O030M_BTH,0.992,0.967,0.992,0.984,0.980,0.984
M02_01YO030X_BTH,0.991,0.972,0.991,0.996,0.996,0.989
M02_40PC020S_BTH,0.983,0.979,0.983,0.996,0.996,0.988
M02_01PO0303_BTH,0.996,0.986,0.996,0.995,0.995,0.995
M02_01IC020U_BTH,0.994,0.959,0.994,0.985,0.986,0.986
M02_015C0214_BTH,0.990,0.991,0.990,0.992,0.992,0.991
M02_40NC020B_BTH,0.994,0.992,0.994,0.997,0.997,0.993
M02_403O0317_BTH,0.993,0.955,0.993,0.981,0.982,0.982
M02_40HC020K_BTH,0.995,0.995,0.994,0.995,0.996,0.996
M02_409C020S_BTH,0.987,0.980,0.987,0.994,0.994,0.983
M02_01BO030J_BTH,0.990,0.966,0.989,0.996,0.996,0.996
M02_01UO031A_BTH,0.985,0.986,0.985,0.996,0.996,0.990
M02_01TC020P_BTH,0.984,0.979,0.984,0.997,0.997,0.991
M02_028C020U_BTH,0.990,0.989,0.990,0.998,0.998,0.990
M02_01LO030Q_BTH,0.985,0.977,0.985,0.997,0.997,0.997
M02_401O030I_BTH,0.993,0.992,0.995,0.997,0.997,0.997
M02_408O030T_BTH,0.986,0.985,0.986,0.995,0.995,0.987
M02_01FC021F_BUS,0.970,0.949,0.968,0.986,0.986,0.980
M02_014O030A_BUS,0.924,0.924,0.935,0.957,0.963,0.963
M02_01LO030R_BUS,0.971,0.966,0.976,0.985,0.990,0.990
M02_406O030D_BUS,0.970,0.942,0.950,0.986,0.986,0.983
M02_408C021B_BUS,0.945,0.803,0.929,0.980,0.980,0.964
M02_407C0217_BUS,0.938,0.875,0.944,0.926,0.950,0.950
M02_017C020Z_BUS,0.929,0.822,0.961,0.954,0.977,0.977
M02_409C0210_BUS,0.962,0.903,0.950,0.982,0.982,0.974
M02_404O0314_BUS,0.963,0.928,0.942,0.986,0.986,0.975
M02_409C020Q_BUS,0.969,0.958,0.983,0.980,0.983,0.983
M02_401C020R_BUS,0.945,0.922,0.948,0.969,0.969,0.969
M02_018O030N_BUS,0.933,0.916,0.946,0.971,0.971,0.970
M02_40KO031B_BUS,0.957,0.856,0.957,0.962,0.556,0.962
M02_40KC020D_BUS,0.936,0.888,0.941,0.975,0.975,0.970
M02_013O0319_BUS,0.946,0.871,0.969,0.962,0.971,0.971
M02_02CC0207_BUS,0.974,0.937,0.965,0.988,0.990,0.990
M02_01FC0208_BUS,0.931,0.824,0.955,0.959,0.982,0.982
M02_019C0218_BUS,0.974,0.968,0.978,0.986,0.987,0.987
M02_013O030K_BUS,0.960,0.958,0.966,0.977,0.990,0.990
M02_40AC020B_BUS,0.923,0.792,0.941,0.551,0.932,0.941
M02_205O010B_BUS,0.955,0.873,0.963,0.976,0.978,0.978
M02_014O030S_BUS,0.964,0.900,0.964,0.973,0.873,0.973
M02_20FO010H_BUS,0.975,0.963,0.983,0.982,0.986,0.986
M02_01ZO0309_BUS,0.971,0.905,0.946,0.982,0.982,0.980
M02_40EO0312_BUS,0.978,0.917,0.980,0.991,0.991,0.991
M02_01BC020D_BUS,0.965,0.926,0.978,0.982,0.982,0.981
M02_40AO031B_BUS,0.973,0.960,0.971,0.986,0.987,0.987
M02_024C0202_BUS,0.974,0.950,0.977,0.983,0.984,0.984
M02_017O031E_BUS,0.977,0.963,0.983,0.983,0.988,0.988
M02_40CC020N_BUS,0.945,0.730,0.967,0.967,0.967,0.965
M02_024O030Q_BUS,0.982,0.983,0.983,0.987,0.996,0.996
M02_01JC020W_BUS,0.940,0.851,0.966,0.962,0.916,0.966
M02_404O0316_BUS,0.972,0.891,0.975,0.983,0.987,0.987
M02_017O030E_BUS,0.861,0.889,0.976,0.988,0.988,0.986
M02_40AO030T_BUS,0.961,0.923,0.959,0.975,0.977,0.977
M02_204O010O_BUS,0.965,0.929,0.966,0.914,0.947,0.966
M02_01BC0202_BUS,0.962,0.954,0.962,0.984,0.984,0.983
M02_20GC0109_BUS,0.974,0.876,0.967,0.987,0.987,0.985
M02_014O030B_BUS,0.974,0.960,0.977,0.980,0.983,0.983
M02_015O031A_BUS,0.973,0.964,0.978,0.979,0.989,0.989
M02_01LO030J_BUS,0.978,0.952,0.981,0.988,0.988,0.986
M02_206O0107_BUS,0.972,0.872,0.954,0.987,0.987,0.979
M02_40JC0205_BUS,0.951,0.859,0.963,0.950,0.953,0.963
M02_028O030A_BUS,0.960,0.933,0.957,0.988,0.988,0.983
M02_01TC0209_BUS,0.960,0.839,0.965,0.962,0.974,0.974
M02_407C020H_BUS,0.949,0.918,0.971,0.976,0.982,0.982
M02_029C020A_BUS,0.951,0.862,0.943,0.980,0.980,0.968
M02_20PO010G_BUS,0.965,0.965,0.967,0.969,0.979,0.979
M02_405C020J_BUS,0.972,0.928,0.957,0.973,0.983,0.983
M02_40DO0317_BUS,0.978,0.969,0.979,0.987,0.987,0.987
M02_026O030F_BUS,0.940,0.866,0.962,0.963,0.974,0.974
M02_01FC021D_BUS,0.964,0.920,0.980,0.652,0.912,0.980
M02_01YC020N_BUS,0.943,0.896,0.918,0.957,0.957,0.926
M02_01LO030I_BUS,0.964,0.940,0.966,0.989,0.989,0.980
M02_20VO010N_BUS,0.955,0.934,0.954,0.970,0.973,0.973
M02_01IC0218_BUS,0.959,0.868,0.965,0.902,0.907,0.965
M02_20CC010L_BUS,0.952,0.875,0.954,0.958,0.879,0.958
M02_20CC0107_BUS,0.929,0.779,0.951,0.948,0.792,0.951
M02_020C0213_BUS,0.953,0.851,0.959,0.963,0.963,0.962
M02_406C020M_BUS,0.973,0.968,0.973,0.977,0.978,0.978
M02_40NC020F_BUS,0.950,0.915,0.950,0.972,0.972,0.971
M02_013O031C_BUS,0.978,0.911,0.969,0.958,0.988,0.988
M02_401C021F_BUS,0.953,0.904,0.948,0.970,0.970,0.970
M02_403O0307_BUS,0.954,0.945,0.974,0.957,0.921,0.974
M02_020C0211_BUS,0.978,0.982,0.985,0.975,0.984,0.985
M02_01JO0310_BUS,0.978,0.981,0.984,0.985,0.992,0.992
M02_40NO030Z_BUS,0.960,0.960,0.962,0.981,0.984,0.984
M02_01EO0306_BUS,0.969,0.859,0.920,0.978,0.978,0.968
M02_011O030K_BUS,0.951,0.907,0.975,0.967,0.976,0.976
M02_208C010O_BUS,0.963,0.889,0.964,0.841,0.975,0.975
M02_024O030X_BUS,0.937,0.869,0.951,0.951,0.978,0.978
M02_024O0306_BUS,0.953,0.858,0.946,0.973,0.973,0.970
M02_40MO030M_BUS,0.974,0.930,0.976,0.981,0.986,0.986
M02_01ZC020C_BUS,0.962,0.861,0.966,0.976,0.985,0.985
M02_011O030S_BUS,0.951,0.889,0.947,0.965,0.965,0.947
M02_20OC010K_BUS,0.980,0.924,0.980,0.993,0.994,0.994
M02_40CO0316_BUS,0.956,0.901,0.962,0.937,0.923,0.962
M02_40NC020K_BUS,0.955,0.925,0.964,0.886,0.965,0.965
M02_01LC020M_BUS,0.948,0.875,0.960,0.949,0.883,0.960
M02_40JC020M_BUS,0.961,0.871,0.959,0.981,0.981,0.977
M02_40JC0206_BUS,0.976,0.886,0.976,0.976,0.987,0.987
M02_40DO0319_BUS,0.936,0.853,0.949,0.941,0.808,0.949
M02_40IC0203_BUS,0.965,0.914,0.969,0.856,0.786,0.969
M02_027C020N_BUS,0.972,0.881,0.975,0.986,0.989,0.989
M02_01TC0207_BUS,0.959,0.885,0.968,0.979,0.986,0.986
M02_20IO010P_BUS,0.964,0.888,0.980,0.971,0.989,0.989
M02_40AO030X_BUS,0.975,0.937,0.975,0.946,0.917,0.974
M02_407C020B_BUS,0.932,0.839,0.956,0.968,0.928,0.968
M02_407C020S_BUS,0.963,0.932,0.963,0.967,0.982,0.982
M02_20DC010O_BUS,0.965,0.842,0.971,0.982,0.986,0.986
M02_01YO0318_BUS,0.969,0.940,0.968,0.974,0.974,0.971
M02_403O030Q_BUS,0.971,0.961,0.971,0.983,0.985,0.985
M02_40LO030Z_BUS,0.978,0.953,0.978,0.984,0.991,0.991
M02_014O0313_BUS,0.967,0.891,0.975,0.981,0.981,0.979
M02_409C021D_BUS,0.964,0.930,0.955,0.965,0.976,0.976
M02_20MC0109_BUS,0.919,0.852,0.954,0.941,0.978,0.978
M02_017O030T_BUS,0.942,0.913,0.953,0.979,0.979,0.956
M02_40CC020J_BUS,0.961,0.923,0.965,0.980,0.987,0.987
M02_01LC0218_BUS,0.955,0.875,0.972,0.968,0.693,0.972
M02_408O030H_BUS,0.958,0.889,0.962,0.986,0.986,0.977
M02_20OO0105_CAF,0.981,0.881,0.981,0.994,0.994,0.994
M02_405O0308_CAF,0.928,0.861,0.952,0.985,0.985,0.973
M02_01BO0319_CAF,0.939,0.880,0.939,0.972,0.972,0.971
M02_209C010M_CAF,0.923,0.847,0.847,0.983,0.983,0.956
M02_207C010B_CAF,0.912,0.901,0.901,0.977,0.977,0.974
M02_015C0218_CAF,0.945,0.873,0.893,0.977,0.977,0.946
M02_024C0214_CAF,0.948,0.915,0.978,0.994,0.994,0.994
M02_20DC0108_CAF,0.868,0.826,0.868,0.954,0.954,0.953
M02_408C020U_CAF,0.969,0.863,0.969,0.991,0.991,0.988
M02_40HO030R_CAF,0.953,0.824,0.953,0.989,0.989,0.988
M02_01MO030V_CAF,0.966,0.886,0.966,0.982,0.982,0.981
M02_408O030I_CAF,0.886,0.829,0.829,0.952,0.952,0.904
M02_01JO031B_CAF,0.969,0.782,0.969,0.988,0.988,0.986
M02_40IC0201_CAF,0.970,0.850,0.970,0.990,0.990,0.986
M02_401O031D_CAF,0.966,0.923,0.966,0.991,0.991,0.987
M02_013C020D_CAF,0.967,0.872,0.971,0.982,0.990,0.990
M02_20LC0108_CAF,0.957,0.901,0.957,0.984,0.984,0.984
M02_40LO031C_CAF,0.965,0.886,0.965,0.990,0.992,0.992
M02_206C0102_CAF,0.934,0.790,0.934,0.976,0.976,0.956
M02_409C0212_CAF,0.983,0.926,0.983,0.994,0.994,0.994
M02_02EC0210_CAF,0.978,0.967,0.978,0.988,0.991,0.991
M02_40MC020D_CAF,0.951,0.695,0.951,0.978,0.978,0.958
M02_205C0102_CAF,0.962,0.866,0.934,0.986,0.986,0.965
M02_40BC021F_CAF,0.945,0.889,0.951,0.986,0.986,0.976
M02_029C0218_CAF,0.964,0.942,0.964,0.986,0.986,0.978
M02_40MO0306_CAF,0.962,0.900,0.962,0.990,0.991,0.991
M02_014C020W_CAF,0.969,0.875,0.969,0.953,0.964,0.964
M02_408C0219_CAF,0.970,0.922,0.970,0.992,0.992,0.989
M02_01LC020I_CAF,0.973,0.894,0.973,0.982,0.984,0.984
M02_40PO0308_CAF,0.942,0.946,0.946,0.978,0.982,0.982
M02_20HC010K_CAF,0.960,0.786,0.960,0.982,0.982,0.958
M02_208C010H_CAF,0.974,0.958,0.974,0.992,0.992,0.988
M02_40GO031E_CAF,0.956,0.836,0.956,0.982,0.985,0.985
M02_014C020Q_CAF,0.962,0.911,0.926,0.990,0.990,0.969
M02_02BC020T_CAF,0.958,0.932,0.961,0.988,0.988,0.985
M02_021O030N_CAF,0.973,0.850,0.973,0.988,0.991,0.991
M02_017O030U_CAF,0.952,0.859,0.952,0.987,0.987,0.980
M02_408C020Q_CAF,0.915,0.879,0.879,0.981,0.981,0.953
M02_40GO030T_CAF,0.934,0.895,0.934,0.983,0.983,0.975
M02_40EO0305_CAF,0.955,0.886,0.955,0.993,0.993,0.987
M02_01GC020D_CAF,0.974,0.801,0.974,0.981,0.981,0.966
M02_208O010P_CAF,0.950,0.881,0.950,0.990,0.990,0.985
M02_406C020P_CAF,0.908,0.740,0.899,0.954,0.954,0.949
M02_017O030M_CAF,0.954,0.963,0.963,0.993,0.993,0.991
M02_028O031C_CAF,0.964,0.956,0.964,0.988,0.988,0.986
M02_408O030X_CAF,0.962,0.844,0.962,0.987,0.987,0.983
M02_01PC020V_CAF,0.974,0.932,0.974,0.992,0.992,0.976
M02_01RC0208_CAF,0.957,0.789,0.957,0.986,0.986,0.982
M02_40AC0213_CAF,0.979,0.971,0.979,0.994,0.994,0.989
M02_01MO0302_CAF,0.944,0.885,0.885,0.979,0.979,0.953
M02_02CC020S_CAF,0.967,0.958,0.967,0.987,0.987,0.976
M02_01QO0307_CAF,0.952,0.917,0.934,0.979,0.979,0.968
M02_01EC020V_CAF,0.957,0.926,0.957,0.989,0.992,0.992
M02_028O031D_CAF,0.943,0.904,0.963,0.983,0.984,0.984
M02_01LO030V_CAF,0.934,0.826,0.869,0.963,0.963,0.960
M02_024C0201_CAF,0.940,0.888,0.948,0.985,0.985,0.979
M02_01YO030O_CAF,0.974,0.824,0.974,0.988,0.988,0.976
M02_205C0104_CAF,0.955,0.896,0.955,0.988,0.988,0.988
M02_40EO030I_CAF,0.974,0.837,0.974,0.990,0.990,0.986
M02_024C020E_CAF,0.948,0.903,0.948,0.988,0.988,0.982
M02_029O030B_CAF,0.943,0.894,0.894,0.958,0.958,0.943
M02_01DC020A_CAF,0.949,0.839,0.914,0.980,0.980,0.964
M02_028O030V_CAF,0.967,0.967,0.966,0.992,0.992,0.985
M02_40AO030W_CAF,0.962,0.859,0.909,0.986,0.986,0.976
M02_408O0301_CAF,0.968,0.782,0.968,0.983,0.987,0.987
M02_01KO0319_CAF,0.962,0.911,0.962,0.981,0.981,0.980
M02_40IC0219_CAF,0.964,0.901,0.969,0.992,0.992,0.987
M02_40EO030A_CAF,0.977,0.788,0.977,0.994,0.994,0.990
M02_011O030E_CAF,0.973,0.846,0.973,0.994,0.994,0.992
M02_407O0307_CAF,0.948,0.925,0.948,0.990,0.991,0.991
M02_409C020B_CAF,0.950,0.898,0.948,0.978,0.978,0.968
M02_01UO030R_CAF,0.953,0.888,0.953,0.982,0.982,0.976
M02_013C020B_CAF,0.961,0.883,0.914,0.989,0.989,0.966
M02_01BO030F_CAF,0.908,0.807,0.862,0.980,0.980,0.955
M02_20CC0106_CAF,0.914,0.847,0.914,0.977,0.978,0.978
M02_40PC0215_CAF,0.981,0.967,0.981,0.993,0.993,0.981
M02_40FC020Y_CAF,0.968,0.794,0.968,0.991,0.993,0.993
M02_01MC0215_CAF,0.945,0.859,0.917,0.970,0.970,0.959
M02_01BO0312_CAF,0.986,0.943,0.986,0.995,0.995,0.989
M02_017O031C_CAF,0.923,0.867,0.923,0.982,0.982,0.975
M02_407O030D_CAF,0.956,0.896,0.956,0.984,0.985,0.985
M02_40BC0204_CAF,0.930,0.874,0.951,0.987,0.987,0.979
M02_019O030O_CAF,0.957,0.793,0.957,0.981,0.981,0.979
M02_20LO010D_CAF,0.939,0.911,0.939,0.983,0.983,0.970
M02_01ZC020U_CAF,0.895,0.815,0.895,0.980,0.980,0.955
M02_40JC0203_CAF,0.965,0.851,0.965,0.994,0.994,0.988
M02_01QC020I_CAF,0.972,0.882,0.972,0.987,0.987,0.986
M02_405C020C_CAF,0.953,0.861,0.953,0.986,0.986,0.981
M02_40EO030N_CAF,0.967,0.898,0.967,0.994,0.994,0.988
M02_01FC020U_CAF,0.954,0.887,0.954,0.979,0.985,0.985
M02_40CC020K_CAF,0.965,0.903,0.965,0.987,0.987,0.985
M02_20PO0102_CAF,0.931,0.864,0.931,0.985,0.985,0.969
M02_403C020A_CAF,0.949,0.924,0.954,0.990,0.990,0.989
M02_40CO0318_CAF,0.963,0.891,0.963,0.993,0.993,0.974
M02_404O0317_CAF,0.987,0.920,0.987,0.988,0.990,0.990
M02_207O010Q_CAF,0.979,0.923,0.979,0.989,0.990,0.990
M02_40CC0210_CAF,0.933,0.865,0.933,0.982,0.982,0.961
M02_401O030G_CAF,0.969,0.890,0.969,0.984,0.984,0.984
M02_207C0102_CAF,0.943,0.895,0.895,0.985,0.985,0.941
M02_01YO030Z_CAF,0.964,0.924,0.964,0.989,0.989,0.988
M02_406C020O_PED,0.960,0.821,0.956,0.979,0.979,0.970
M02_01RO030Q_PED,0.966,0.824,0.966,0.986,0.986,0.981
M02_02BO030N_PED,0.974,0.811,0.970,0.990,0.990,0.985
M02_406O030C_PED,0.993,0.916,0.993,0.996,0.996,0.991
M02_01GC020E_PED,0.978,0.882,0.977,0.992,0.992,0.978
M02_01QO030N_PED,0.977,0.864,0.977,0.991,0.991,0.977
M02_014C021F_PED,0.973,0.855,0.965,0.991,0.991,0.990
M02_407C0209_PED,0.987,0.868,0.987,0.995,0.995,0.981
M02_01WO0303_PED,0.986,0.940,0.982,0.995,0.995,0.991
M02_206C010E_PED,0.991,0.882,0.989,0.997,0.997,0.995
M02_20BO010H_PED,0.969,0.893,0.964,0.993,0.993,0.990
M02_20RO010O_PED,0.968,0.896,0.962,0.976,0.976,0.968
M02_011O0317_PED,0.990,0.897,0.990,0.994,0.994,0.993
M02_029C0211_PED,0.979,0.877,0.979,0.994,0.994,0.978
M02_01MC021D_PED,0.956,0.766,0.959,0.985,0.985,0.976
M02_01FO031C_PED,0.966,0.798,0.966,0.988,0.988,0.971
M02_015O0314_PED,0.977,0.823,0.977,0.988,0.988,0.975
M02_403C0209_PED,0.960,0.705,0.960,0.981,0.981,0.955
M02_407O0308_PED,0.964,0.805,0.964,0.988,0.988,0.988
M02_401O030J_PED,0.982,0.915,0.982,0.994,0.994,0.991
M02_401C020B_PED,0.979,0.905,0.979,0.995,0.995,0.993
